id,estado_contacto,corridor,micro_zone,city,priority,score_operativo,name,sector,segmento_comercial,phone,phone_quality,telefono_principal_tel,tel_links,ask_for,need_probable,offer,hook,accion_sugerida,dato_pendiente,google_maps,source,source_url,evidencia,calidad_dato,origen_registro,resultado,fecha_visita,proximo_paso,notas_campo,servicios_presol_a_ofrecer,rubro_foco_enriquecimiento,ciudad_foco_solicitada,prioridad_visita_sugerida,observacion_servicio_nuevo
PRESOL-043,Pendiente,Córdoba / RN36 norte,Córdoba Norte / Monseñor Pablo Cabrera,Córdoba capital zona sur,A,100,Lucy’s House / Rental,Módulos habitacionales,Módulos / containers,0351 2077113,OK,tel:+543512077113,tel:+543512077113,operaciones / entregas,"Entrega, descarga y posicionamiento de módulos/containers en obra o cliente final.","Plataforma + malacate + hidrogrúa para retiro, traslado, descarga y posicionamiento.",Muy buen encaje para planchada + malacate.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-31.368536,-64.205299",Instagram Lucy’s House,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,plataforma | hidrogrúa | percha para pallets,otro rubro factible,,Muy alta,
PRESOL-044,Pendiente,Córdoba / RN36 norte,Córdoba Norte-Oeste / Villa Belgrano,Córdoba capital zona sur,A,100,MegaContainers,Venta/alquiler de containers,Módulos / containers,0351 5179179,OK,tel:+543515179179,tel:+543515179179,operaciones / entregas,"Entrega, descarga y posicionamiento de módulos/containers en obra o cliente final.","Plataforma + malacate + hidrogrúa para retiro, traslado, descarga y posicionamiento.",Proveedor natural: cada container vendido necesita logística.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-31.350332,-64.254449",megacontainers.com.ar,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,plataforma | hidrogrúa | percha para pallets,otro rubro factible,,Muy alta,
PRESOL-056,Pendiente,Córdoba / RN36 norte,Córdoba capital zona sur,Córdoba capital zona sur,B,60,Bendito Corralón Mayorista,Corralón mayorista,Hormigón / áridos / premoldeados,0351 8741592 (a confirmar),VER,tel:+543518741592,tel:+543518741592,responsable de logística/compras,"Movimiento de áridos, premoldeados, equipos de planta/cantera, moldes, bolsones y materiales de obra.","Transporte de áridos/materiales, premoldeados y equipos; hidrogrúa para carga/descarga y percha para pallets.","Validar teléfono; si no, visita directa por local.",Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-31.463000,-64.202000",Instagram / búsqueda web,,Registro curado en documento de dirección PRESOL 2026-09.,Media,Base curada PDF dirección,,,,,transporte de áridos/materiales | hidrogrúa para carga/descarga | percha para pallets/bolsones,áridos/construcción/premoldeados,,Media,"Para áridos, validar modalidad de carga/descarga y tipo de unidad requerida antes de cotizar."
PRESOL-057,Pendiente,Córdoba / RN36 norte,Córdoba capital zona sur,Córdoba capital zona sur,B,50,Canteras Terra,Áridos / cantera,Hormigón / áridos / premoldeados,A relevar,A relevar,,,planta / mantenimiento,"Movimiento de áridos, premoldeados, equipos de planta/cantera, moldes, bolsones y materiales de obra.","Transporte de áridos/materiales, premoldeados y equipos; hidrogrúa para carga/descarga y percha para pallets.",Teléfono web no confiable; relevar en terreno.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-31.462000,-64.360000",Directorio de canteras / investigación web,,Registro curado en documento de dirección PRESOL 2026-09.,Media,Base curada PDF dirección,,,,,transporte de áridos/materiales | hidrogrúa para carga/descarga | percha para pallets/bolsones,áridos/construcción/premoldeados,,Media,"Para áridos, validar modalidad de carga/descarga y tipo de unidad requerida antes de cotizar."
PRESOL-058,Pendiente,Córdoba / RN36 norte,Córdoba Sur / Camino San Antonio,Córdoba capital zona sur,B,75,Porta Hnos.,Industrial / alcohol / alimentos,Industria / mantenimiento,0351 4938400,OK,tel:+543514938400,tel:+543514938400,mantenimiento / compras,"Movimientos especiales de mantenimiento, repuestos pesados y mudanzas internas de equipos.","Traslados especiales con plataforma, hidrogrúa, percha para pallets y trazabilidad GPS.","Camino San Antonio km 4,5: visitar si entra en ruta Córdoba sur.",Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-31.490145,-64.189401",portahnos.com.ar,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,plataforma | hidrogrúa | percha para pallets,planta agroindustrial,,Alta,"Percha para pallets: útil para insumos, bolsones, repuestos y materiales palletizados."
PRESOL-045,Pendiente,Córdoba / RN36 norte,Despeñaderos / RN36,Despeñaderos,A,85,AS Premoldeados,Premoldeados de hormigón / galpones / techos,Hormigón / áridos / premoldeados,3547 675513,VER,tel:+543547675513,tel:+543547675513,despacho / colocación,"Movimiento de áridos, premoldeados, equipos de planta/cantera, moldes, bolsones y materiales de obra.","Transporte de áridos/materiales, premoldeados y equipos; hidrogrúa para carga/descarga y percha para pallets.","Tapias, galpones, techos y premoldeados; posibilidad de transporte y descarga de piezas.","Validar teléfono/contacto; si responde, pedir un caso concreto de traslado o próximo movimiento.",Confirmar decisor y vigencia del dato antes de incluir en salida prioritaria.,https://www.google.com/maps/search/?api=1&query=AS+Premoldeados+Despe%C3%B1aderos+C%C3%B3rdoba+Argentina,Web propia AS + Facebook público,https://aspremoldeados.com.ar,"Sitio informa rubros y ubicación Despeñaderos; resultado público aporta teléfono, verificar vigencia.",Media,Nuevo enriquecimiento 2026-09-02,,,,,transporte de áridos/materiales | hidrogrúa para carga/descarga | percha para pallets/bolsones,áridos/construcción/premoldeados,,Muy alta,"Para áridos, validar modalidad de carga/descarga y tipo de unidad requerida antes de cotizar."
PRESOL-059,Pendiente,Córdoba / RN36 norte,Despeñaderos,Despeñaderos,B,75,Metal-Ferr,Metalúrgica agro/industria,Agro / acopio / planta,3547 525300 / 3547 492716,OK,tel:+543547525300,tel:+543547525300 | tel:+543547492716,responsable de acopio / mantenimiento,"Traslado de insumos, pallets, fertilizantes, repuestos pesados, silos/equipos y apoyo de mantenimiento en planta.","Plataforma + percha pallets + hidrogrúa/barquilla para insumos, repuestos, silos/equipos y mantenimiento.",Empresa local 25+ años; pedir producción/despacho.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-31.817000,-64.294000",metal-ferr.com/contacto,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,plataforma 20 tn para maquinaria/piezas | hidrogrúa para maniobras | percha para pallets,otro rubro factible,,Alta,"Percha para pallets: útil para insumos, bolsones, repuestos y materiales palletizados."
PRESOL-060,Pendiente,Córdoba / RN36 norte,Despeñaderos,Despeñaderos,B,50,Parque Industrial Despeñaderos N°64,Radicaciones industriales,Puerta institucional,A relevar vía municipio,A relevar,,,despacho / producción,"Movimientos especiales de mantenimiento, repuestos pesados y mudanzas internas de equipos.","Traslados especiales con plataforma, hidrogrúa, percha para pallets y trazabilidad GPS.",Pedir listado de empresas radicadas al municipio/parque.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-31.812000,-64.289000",cba.gov.ar / despenaderos.gob.ar,,Registro curado en documento de dirección PRESOL 2026-09.,Media,Base curada PDF dirección,,,,,plataforma | hidrogrúa | percha para pallets,otro rubro factible,,Media,
PRESOL-061,Pendiente,Córdoba / RN36 norte,Ferreyra / Santa Isabel,Ferreyra / Santa Isabel,B,75,Iveco / CNH Ferreyra,Automotriz / camiones,Industria / mantenimiento,011 20341400 (central),OK,tel:+541120341400,tel:+541120341400,despacho / producción,"Movimientos especiales de mantenimiento, repuestos pesados y mudanzas internas de equipos.","Traslados especiales con plataforma, hidrogrúa, percha para pallets y trazabilidad GPS.",No entrar como pyme fría: buscar contratistas de montaje/mantenimiento.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-31.455000,-64.130000",Iveco / CEDAC,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,plataforma | hidrogrúa | percha para pallets,otro rubro factible,,Alta,
PRESOL-062,Pendiente,Córdoba / RN36 norte,Ferreyra / Santa Isabel,Ferreyra / Santa Isabel,B,75,Renault Planta Santa Isabel,Automotriz,Industria / mantenimiento,0351 4268268,OK,tel:+543514268268,tel:+543514268268,responsable de logística/compras,"Movimientos especiales de mantenimiento, repuestos pesados y mudanzas internas de equipos.","Traslados especiales con plataforma, hidrogrúa, percha para pallets y trazabilidad GPS.","Prospecto largo; entrar por proveedores, no por compra directa.",Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-31.455000,-64.160000",renaultgroup.com Córdoba Plant,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,plataforma | hidrogrúa | percha para pallets,otro rubro factible,,Alta,
PRESOL-046,Pendiente,Córdoba / RN36 norte,Malagueño,Malagueño,A,100,Corblock,Premoldeados y pretensados de hormigón,Hormigón / áridos / premoldeados,0351 3568259,OK,tel:+543513568259,tel:+543513568259,despacho / logística,"Movimiento de áridos, premoldeados, equipos de planta/cantera, moldes, bolsones y materiales de obra.","Transporte de áridos/materiales, premoldeados y equipos; hidrogrúa para carga/descarga y percha para pallets.","Planta en Malagueño, premoldeados/pretensados; oportunidad para cargas regionales y reparto pesado.","Validar teléfono/contacto; si responde, pedir un caso concreto de traslado o próximo movimiento.",Confirmar decisor y vigencia del dato antes de incluir en salida prioritaria.,https://www.google.com/maps/search/?api=1&query=Corblock+Malague%C3%B1o+C%C3%B3rdoba+Argentina,Web propia Corblock,https://www.corblock.com/productos/cordones-premoldeados,"Sitio informa Av. Italia s/n Malagueño, WhatsApp/teléfono y productos premoldeados.",Alta,Nuevo enriquecimiento 2026-09-02,,,,,transporte de áridos/materiales | hidrogrúa para carga/descarga | percha para pallets/bolsones,áridos/construcción/premoldeados,,Muy alta,"Para áridos, validar modalidad de carga/descarga y tipo de unidad requerida antes de cotizar."
PRESOL-047,Pendiente,Córdoba / RN36 norte,Malagueño,Malagueño,A,75,Grupo Calidra / Cal Malagueño,Cal / minería / áridos,Hormigón / áridos / premoldeados,A relevar,A relevar,,,planta / mantenimiento,"Movimiento de áridos, premoldeados, equipos de planta/cantera, moldes, bolsones y materiales de obra.","Transporte de áridos/materiales, premoldeados y equipos; hidrogrúa para carga/descarga y percha para pallets.",Prospecto grande; entrar por mantenimiento/proveedores.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-31.467000,-64.358000",calidra.com.ar / investigación web,,Registro curado en documento de dirección PRESOL 2026-09.,Media,Base curada PDF dirección,,,,,transporte de áridos/materiales | hidrogrúa para carga/descarga | percha para pallets/bolsones,áridos/construcción/premoldeados,,Alta,"Para áridos, validar modalidad de carga/descarga y tipo de unidad requerida antes de cotizar."
PRESOL-063,Pendiente,Córdoba / RN36 norte,Malagueño,Malagueño,B,75,Corralón Bergese Hnos.,Corralón / materiales,Hormigón / áridos / premoldeados,0351 6870914 / 0351 2013895,OK,tel:+543516870914,tel:+543516870914 | tel:+543512013895,responsable de logística/compras,"Movimiento de áridos, premoldeados, equipos de planta/cantera, moldes, bolsones y materiales de obra.","Transporte de áridos/materiales, premoldeados y equipos; hidrogrúa para carga/descarga y percha para pallets.",Ofrecer refuerzo logístico para envíos fuera de zona.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-31.441753,-64.439418",ObraMaestra / corralonbergesehnos.com,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,transporte de áridos/materiales | hidrogrúa para carga/descarga | percha para pallets/bolsones,áridos/construcción/premoldeados,,Alta,"Para áridos, validar modalidad de carga/descarga y tipo de unidad requerida antes de cotizar."
PRESOL-122,Pendiente,Hernando / RP6,Hernando / Bv. Moreno,Hernando,A,99,Neuf Agricole,Maquinaria agrícola / tolvas autodescargables / equipos para construcción,Maquinaria agrícola / metalmecánica,+54 353 4960391,OK,tel:+543534960391,tel:+543534960391,producción / despacho / compras,"Despacho de implementos, agropartes, tolvas, estructuras, piezas industriales y maquinaria sobre plataforma.","Plataforma 20 tn + hidrogrúa + percha para pallets para implementos, agropartes y piezas industriales.","Fabricante de tolvas, equipos para construcción y desarrollos especiales; muy buen encaje para plataforma e hidrogrúa.","Llamar a producción/despacho: ofrecer plataforma 20 tn, hidrogrúa y percha para pallets de piezas.",Validar calendario de despachos y si tercerizan traslados de tolvas/equipos.,https://www.google.com/maps/search/?api=1&query=Neuf+Agricole+Hernando+C%C3%B3rdoba+Argentina,Maquinac,https://maquinac.com/empresas/neuf-agricole,"Maquinac: Bv. Moreno 1240, Hernando; +54 353 4960391; fabrica tolvas, equipos para construcción y desarrollos especiales.",Alta,Nuevo enriquecimiento zonas priorizadas 2026-09,,,,,plataforma 20 tn para maquinaria/piezas | hidrogrúa para maniobras | percha para pallets,fabricante/servicio maquinaria agrícola,Sí,Muy alta,
PRESOL-123,Pendiente,Hernando / RP6,Hernando / Bv. Moreno,Hernando,B,81,Plegados Hernando S.A.,"Metalúrgica / cortes, plegados, rolados de chapa / piezas para agro e industria",Agro / acopio / cooperativa,+54 353 4962200,OK,tel:+543534962200,tel:+543534962200,producción / despacho,"Traslado de insumos, pallets, fertilizantes, repuestos pesados, silos/equipos y apoyo de mantenimiento en planta.","Plataforma + percha pallets + hidrogrúa/barquilla para insumos, repuestos, silos/equipos y mantenimiento.","Chapa, plegado y piezas para agro/industria; posible despacho de estructuras, pallets y piezas especiales.","Contactar despacho/producción y preguntar por piezas grandes, entregas a obra y retiro de materia prima.",Confirmar volumen de despachos y necesidad de hidrogrúa.,https://www.google.com/maps/search/?api=1&query=Plegados+Hernando+S.A.+Hernando+C%C3%B3rdoba+Argentina,Metalmecánica.com,https://www.metalmecanica.com/argentina/hernando/fabricantes/plegados-hernando-s-a,"Ficha pública: Blvd. Moreno 823, Hernando; tel +54353496-2200; cortes, plegados, rolados y piezas para agro/industria.",Alta,Nuevo enriquecimiento zonas priorizadas 2026-09,,,,,plataforma 20 tn para maquinaria/piezas | hidrogrúa para maniobras | percha para pallets,otro rubro factible,Sí,Alta,"Percha para pallets: útil para insumos, bolsones, repuestos y materiales palletizados."
PRESOL-130,Pendiente,Oncativo / RN9-RP10,Oncativo / RN9 km 627,Oncativo,A,99,Cooperativa Agrícola Ganadera y de Consumo de Oncativo Ltda.,Cooperativa agrícola ganadera / acopio / consumo,Agro / acopio / cooperativa,03572 456777 / 03572 15583757,OK,tel:+543572456777,tel:+543572456777 | tel:+5493572583757,acopio / insumos / mantenimiento,"Traslado de insumos, pallets, fertilizantes, repuestos pesados, silos/equipos y apoyo de mantenimiento en planta.","Plataforma + percha pallets + hidrogrúa/barquilla para insumos, repuestos, silos/equipos y mantenimiento.","Cooperativa agroganadera sobre RN9; oportunidad en acopio, insumos, pallets y mantenimiento de planta.","Pedir por acopio/insumos y ofrecer percha pallets, hidrogrúa y barquilla para mantenimiento en altura.",Validar responsables de acopio e insumos y picos de campaña.,https://www.google.com/maps/search/?api=1&query=Cooperativa+Agr%C3%ADcola+Ganadera+y+de+Consumo+de+Oncativo+Ltda.+Oncativo+C%C3%B3rdoba+Argentina,ESSApp,https://www.essapp.coop/cooperativa-agricola-ganadera-y-de-consumo-de-oncativo-ltda/sede-cooperativa-agricola-ganadera-y-de,"Ficha ESSApp: RN9 Km 627, Oncativo; 03572-456777 / 03572 15583757.",Alta,Nuevo enriquecimiento zonas priorizadas 2026-09,,,,,percha para pallets de insumos | hidrogrúa para equipos/mantenimiento | barquilla para trabajos en altura,cooperativa/acopio,Sí,Muy alta,"Si se ofrece barquilla, validar condiciones de seguridad, seguro y habilitación de maniobra."
PRESOL-128,Pendiente,Oncativo / RN9-RP10,Oncativo / Mitre,Oncativo,A,99,Oncativo S.A. / Establecimientos Metalúrgicos Oncativo,Maquinaria agrícola / agropartes / discos para rastras y arados,Agro / acopio / cooperativa,+54 3572 466145 / +54 9 3572 532031,OK,tel:+543572466145,tel:+543572466145 | tel:+5493572532031,producción / despacho / ventas,"Traslado de insumos, pallets, fertilizantes, repuestos pesados, silos/equipos y apoyo de mantenimiento en planta.","Plataforma + percha pallets + hidrogrúa/barquilla para insumos, repuestos, silos/equipos y mantenimiento.",Proveedor fuerte de agropartes; exporta y abastece fabricantes de maquinaria agrícola. Alto encaje para plataforma/percha/hidrogrúa.,"Pedir despacho/ventas y ofrecer PRESOL para movimientos de agropartes, pallets y cargas especiales.",Relevar si despachan pallets/piezas voluminosas y si tienen picos de demanda por campaña.,https://www.google.com/maps/search/?api=1&query=Oncativo+S.A.+%2F+Establecimientos+Metal%C3%BArgicos+Oncativo+Oncativo+C%C3%B3rdoba+Argentina,Web propia + AFAMAC,https://www.oncativosa.com.ar,"Web y AFAMAC: Mitre 749, Oncativo; +54 3572 466145; WhatsApp +54 9 3572 532031; agropartes y discos para maquinaria agrícola.",Alta,Nuevo enriquecimiento zonas priorizadas 2026-09,,,,,plataforma 20 tn para maquinaria/piezas | hidrogrúa para maniobras | percha para pallets,fabricante/servicio maquinaria agrícola,Sí,Muy alta,"Percha para pallets: útil para insumos, bolsones, repuestos y materiales palletizados."
PRESOL-129,Pendiente,Oncativo / RN9-RP10,Oncativo,Oncativo,B,77,Agro Metalúrgica Rosas Oncativo,Agro metalúrgica / repuestos para cosechadoras,Agro / acopio / cooperativa,03572 15617489,VER,tel:+5493572617489,tel:+5493572617489,dueño / producción / despacho,"Traslado de insumos, pallets, fertilizantes, repuestos pesados, silos/equipos y apoyo de mantenimiento en planta.","Plataforma + percha pallets + hidrogrúa/barquilla para insumos, repuestos, silos/equipos y mantenimiento.","Fábrica de repuestos para cosechadoras; buen encaje para percha pallets, piezas y plataforma si hay cargas especiales.",Verificar teléfono y consultar por despachos de repuestos/partes voluminosas.,Confirmar domicilio operativo y responsable de despacho.,https://www.google.com/maps/search/?api=1&query=Agro+Metal%C3%BArgica+Rosas+Oncativo+Oncativo+C%C3%B3rdoba+Argentina,Facebook público / resultado de búsqueda,https://www.facebook.com/metalurgicarosasoncativook?locale=es_LA,Resultado público: fabrica de repuestos para cosechadoras multimarca; teléfono (03572)15617489; Oncativo.,Media,Nuevo enriquecimiento zonas priorizadas 2026-09,,,,,plataforma 20 tn para maquinaria/piezas | hidrogrúa para maniobras | percha para pallets,otro rubro factible,Sí,Media,"Percha para pallets: útil para insumos, bolsones, repuestos y materiales palletizados."
PRESOL-131,Pendiente,Oncativo / RN9-RP10,Oncativo,Oncativo,B,85,El Triunfo Oncativo,Acopio / granos / fitosanitarios / fertilizantes / semillas,Agro / acopio / cooperativa,03572 466288 / +54 9 3572 408824,OK,tel:+543572466288,tel:+543572466288 | tel:+5493572408824,acopio / logística / insumos,"Traslado de insumos, pallets, fertilizantes, repuestos pesados, silos/equipos y apoyo de mantenimiento en planta.","Plataforma + percha pallets + hidrogrúa/barquilla para insumos, repuestos, silos/equipos y mantenimiento.","Acopio con insumos/fertilizantes/semillas; oportunidad para pallets, bolsones, repuestos y equipos.",Llamar a acopio/logística y preguntar por terceros para movimientos de insumos y equipos.,Validar nombre de responsable operativo.,https://www.google.com/maps/search/?api=1&query=El+Triunfo+Oncativo+Oncativo+C%C3%B3rdoba+Argentina,Web propia El Triunfo,https://www.eltriunfo.com.ar/acopio,"Sitio informa acopio, venta de fitosanitarios/fertilizantes/semillas y teléfono 03572-466288; equipo cereales publica celulares.",Alta,Nuevo enriquecimiento zonas priorizadas 2026-09,,,,,percha para pallets de insumos | hidrogrúa para equipos/mantenimiento | barquilla para trabajos en altura,cooperativa/acopio | planta agroindustrial,Sí,Alta,"Si se ofrece barquilla, validar condiciones de seguridad, seguro y habilitación de maniobra. Percha para pallets: útil para insumos, bolsones, repuestos y materiales palletizados."
PRESOL-133,Pendiente,Oncativo / RN9-RP10,Oncativo / piletas,Oncativo,B,81,IPC Oncativo / Piscinas IPC,Piletas de fibra / piscinas PRFV,Piletas / PRFV / plástico reforzado,3572 53-2233,VER,tel:+543572532233,tel:+543572532233,ventas / logística,"Retiro, traslado y descarga de piletas/fibra o piezas voluminosas livianas, con cuidado de maniobra.",Plataforma + hidrogrúa para trasladar y descargar piletas/piezas PRFV; coordinar maniobra sin golpes.,Sucursal/venta de piletas de fibra; posibilidad de traslado y descarga de cascos en temporada.,Verificar teléfono y consultar si tercerizan entregas de piletas a clientes finales.,"Confirmar si es fabricante, sucursal o punto de venta.",https://www.google.com/maps/search/?api=1&query=IPC+Oncativo+%2F+Piscinas+IPC+Oncativo+C%C3%B3rdoba+Argentina,Facebook público / resultado de búsqueda,https://www.facebook.com/siempre.util/posts/lleg%C3%B3-el-momento-de-tener-la-pileta-que-siempre-so%C3%B1aste-%EF%B8%8Fen-ipc-oncativo-te-lo-h/1716180416596562,"Resultado público: IPC Oncativo, piletas de fibra; teléfono 3572 53-2233.",Media,Nuevo enriquecimiento zonas priorizadas 2026-09,,,,,plataforma para piletas/fibra | hidrogrúa para descarga/posicionamiento,piletas/plástico/PRFV,Sí,Alta,
PRESOL-132,Pendiente,Oncativo / RN9-RP10,Oncativo,Oncativo,B,81,Premoldeados Oncativo,Premoldeados de hormigón / construcción,Hormigón / áridos / premoldeados,03572 466096,VER,tel:+543572466096,tel:+543572466096,planta / despacho,"Movimiento de áridos, premoldeados, equipos de planta/cantera, moldes, bolsones y materiales de obra.","Transporte de áridos/materiales, premoldeados y equipos; hidrogrúa para carga/descarga y percha para pallets.","Premoldeados de hormigón; encaje directo con plataforma, hidrogrúa, pallets y materiales de obra.",Verificar teléfono y preguntar por despachos de placas/piezas y necesidad de descarga en obra.,Confirmar vigencia y domicilio Juan B. Justo 101.,https://www.google.com/maps/search/?api=1&query=Premoldeados+Oncativo+Oncativo+C%C3%B3rdoba+Argentina,Portal Industrial / resultado de búsqueda,https://www.portal-industrial.com.ar/rubro/premoldeados-de-hormigon/P-061550/12,"Resultado público: PREMOLDEADOS ONCATIVO, Juan B. Justo 101, Oncativo; tel. (03572) 46-6096.",Media,Nuevo enriquecimiento zonas priorizadas 2026-09,,,,,transporte de áridos/materiales | hidrogrúa para carga/descarga | percha para pallets/bolsones,áridos/construcción/premoldeados,Sí,Alta,"Para áridos, validar modalidad de carga/descarga y tipo de unidad requerida antes de cotizar."
PRESOL-134,Pendiente,Oncativo / RN9-RP10,Oncativo / servicios públicos,Oncativo,C,65,CESOPOL Oncativo,Cooperativa eléctrica / servicios públicos / redes / agua,Agro / acopio / cooperativa,03572 455000 / +54 9 3572 593391,OK,tel:+543572455000,tel:+543572455000 | tel:+5493572593391,mantenimiento / redes / compras,"Traslado de insumos, pallets, fertilizantes, repuestos pesados, silos/equipos y apoyo de mantenimiento en planta.","Plataforma + percha pallets + hidrogrúa/barquilla para insumos, repuestos, silos/equipos y mantenimiento.","Servicios públicos/redes: buen caso para barquilla de hidrogrúa, postes, bombas y mantenimiento.",Pedir por mantenimiento/redes y ofrecer barquilla/hidrogrúa según necesidad puntual.,Validar contratación de terceros y requisitos de seguridad/seguro.,https://www.google.com/maps/search/?api=1&query=CESOPOL+Oncativo+Oncativo+C%C3%B3rdoba+Argentina,Web propia CESOPOL,https://www.oncativo.net.ar,"Sitio propio: Berutti 152, Oncativo; atención 03572-455000; servicios electricidad, agua, internet, parque solar.",Alta,Nuevo enriquecimiento zonas priorizadas 2026-09,,,,,percha para pallets de insumos | hidrogrúa para equipos/mantenimiento | barquilla para trabajos en altura | barquilla de hidrogrúa para mantenimiento en altura | hidrogrúa para postes/equipos,cooperativa/acopio,Sí,Media,"Si se ofrece barquilla, validar condiciones de seguridad, seguro y habilitación de maniobra."
PRESOL-064,Pendiente,Río Cuarto / RN36 sur,Alcira Gigena,Alcira Gigena,A,100,Cotagro — Alcira Gigena,Cooperativa agroindustrial / maní / acopio,Agro / acopio / planta,358 4393127 / 358 4125695 / 0358 4933333,OK,tel:+543584393127,tel:+543584393127 | tel:+543584125695 | tel:+543584933333,operaciones / entregas,"Traslado de insumos, pallets, fertilizantes, repuestos pesados, silos/equipos y apoyo de mantenimiento en planta.","Plataforma + percha pallets + hidrogrúa/barquilla para insumos, repuestos, silos/equipos y mantenimiento.",Cotagro concentra 4 puntos del corredor; pedir compras/logística.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.755782,-64.339199",Facebook Cotagro / cotagroweb.com.ar,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,percha para pallets de insumos | hidrogrúa para equipos/mantenimiento | barquilla para trabajos en altura,cooperativa/acopio,,Muy alta,"Si se ofrece barquilla, validar condiciones de seguridad, seguro y habilitación de maniobra. Percha para pallets: útil para insumos, bolsones, repuestos y materiales palletizados."
PRESOL-078,Pendiente,Río Cuarto / RN36 sur,Alcira Gigena,Alcira Gigena,B,75,Cooperativa Alba de Gigena,Cooperativa agropecuaria,Agro / acopio / planta,0358 4960151,OK,tel:+543584960151,tel:+543584960151,responsable de acopio / mantenimiento,"Traslado de insumos, pallets, fertilizantes, repuestos pesados, silos/equipos y apoyo de mantenimiento en planta.","Plataforma + percha pallets + hidrogrúa/barquilla para insumos, repuestos, silos/equipos y mantenimiento.",Visita de diagnóstico; posible derivación a productores.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.757500,-64.335000",DNB / fuentes públicas,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,percha para pallets de insumos | hidrogrúa para equipos/mantenimiento | barquilla para trabajos en altura,cooperativa/acopio,,Alta,"Si se ofrece barquilla, validar condiciones de seguridad, seguro y habilitación de maniobra. Percha para pallets: útil para insumos, bolsones, repuestos y materiales palletizados."
PRESOL-088,Pendiente,Río Cuarto / RN36 sur,Alcira Gigena,Alcira Gigena,C,30,3C Biogás S.A.,Energía / biogás,Industria / mantenimiento,A relevar,A relevar,,,despacho / producción,"Movimientos especiales de mantenimiento, repuestos pesados y mudanzas internas de equipos.","Traslados especiales con plataforma, hidrogrúa, percha para pallets y trazabilidad GPS.",Prospecto técnico; validar contacto local en terreno.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.757000,-64.332000",UNRC / investigación web,,Registro curado en documento de dirección PRESOL 2026-09.,Media,Base curada PDF dirección,,,,,plataforma | hidrogrúa | percha para pallets,otro rubro factible,,Baja / visitar solo por cercanía,
